GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "10940","Alma, MI (Micropolitan Statistical Area)", ,CAINC1,2,"...","Population (persons) 1/","Number of persons",39210,39340,39923,40016,40430,40273,40306,40046,40240,40193,40319,40531,40779,39818,39603,39350,39123,38881,38844,38847,38853,39059,39472,39715,39818,39915,40146,40108,40265,40480,40276,42472,42521,42428,42546,42583,42479,42714,42824,42774,42285,42431,42112,41978,41931,41462,41319,40943,41011,40599
 "10940","Alma, MI (Micropolitan Statistical Area)", ,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3463,3511,3806,4371,4859,5533,5670,6157,6819,7200,7767,8438,9064,9557,10179,11450,11968,12240,12962,13873,14511,14650,15113,15841,16785,17426,18375,19245,20388,20928,22344,21127,21854,21698,21835,23446,24298,24656,25516,27008,27499,28745,31199,31905,31285,32104,33901,34828,35599,37834
 "10980","Alpena, MI (Micropolitan Statistical Area)", ,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",95117,101633,111490,123969,135227,150449,169060,184974,202999,228502,249623,269538,285612,291808,310980,337248,353710,373304,389763,421893,450467,474941,491527,519777,543910,579054,602006,625227,665846,701074,736288,779276,784312,789076,809329,820388,844093,852263,887455,942461,915964,942976,972553,983811,984216,1013284,1073660,1099615,1123599,1162322
 "10980","Alpena, MI (Micropolitan Statistical Area)", ,CAINC1,2,"...","Population (persons) 1/","Number of persons",30363,30897,31517,31652,31666,31757,32246,32199,32271,32046,32312,32415,32744,32122,31526,31250,30973,30740,30793,30553,30493,30674,30852,31015,31115,30867,30997,31091,31088,31040,31313,31269,31179,30956,30824,30735,30494,30209,30180,30119,29755,29517,29344,29172,28965,28887,28719,28656,28438,28360
 "10980","Alpena, MI (Micropolitan Statistical Area)", ,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3133,3289,3537,3917,4270,4738,5243,5745,6290,7130,7725,8315,8723,9084,9864,10792,11420,12144,12658,13809,14773,15484,15932,16759,17481,18760,19421,20110,21418,22586,23514,24922,25155,25490,26256,26692,27681,28212,29405,31291,30784,31947,33143,33724,33979,35078,37385,38373,39510,40985
 "11060","Altus, OK (Micropolitan Statistical Area)", ,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",103224,126172,133063,143277,169449,171787,184376,195168,193752,225419,246061,251033,286681,339094,350901,359330,367578,368535,402299,417210,413886,445421,429066,445048,478900,499647,501779,536731,564424,585646,595145,627357,660031,683628,738750,753644,773341,800678,833197,875240,856931,896704,911621,941142,917390,999590,956438,933985,947863,961201
 "11060","Altus, OK (Micropolitan Statistical Area)", ,CAINC1,2,"...","Population (persons) 1/","Number of persons",30731,31150,32080,32034,31943,32399,32118,33366,32514,31568,30066,30287,29956,30292,31464,31760,31313,30810,30796,29995,29395,28638,28479,28778,28985,29190,30034,30194,28930,28955,28789,28278,28036,27513,27242,27480,26862,26805,26335,26038,26256,26483,26420,26229,26112,25826,25467,25466,25213,24949
 "11060","Altus, OK (Micropolitan Statistical Area)", ,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3359,4050,4148,4473,5305,5302,5741,5849,5959,7141,8184,8288,9570,11194,11152,11314,11739,11962,13063,13909,14080,15553,15066,15465,16522,17117,16707,17776,19510,20226,20673,22185,23542,24847,27118,27425,28789,29870,31638,33614,32638,33860,34505,35882,35133,38705,37556,36676,37594,38527
 "11140","Americus, GA (Micropolitan Statistical Area)", ,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",80243,86499,97167,111954,126485,128250,131744,146709,152829,181388,204123,223487,260043,268689,291513,340406,356503,377257,395404,430765,451351,474311,502813,527957,559637,619687,672147,707155,727927,749084,765362,782505,809476,830920,860617,899233,928723,959688,985640,1019346,1013714,1029402,1089479,1091330,1060560,1113566,1141018,1141794,1186684,1227799
 "11140","Americus, GA (Micropolitan Statistical Area)", ,CAINC1,2,"...","Population (persons) 1/","Number of persons",30198,30097,30472,30978,31397,31603,31408,31181,31566,31814,32508,32978,33659,33799,33876,34175,34117,34125,33781,33565,33746,33926,34326,34743,35257,35519,35595,36250,36465,36480,36663,37239,37307,37282,37154,36972,36892,37159,37588,37847,37678,37700,37109,36608,36432,36356,35891,35529,35071,34969
